timestamp,user,command
2024-12-13T17:37:04.714938,Linn,ls
2024-12-13T17:37:04.714938,Linn,cd conf
2024-12-13T17:37:04.714938,Linn,ls
2024-12-13T17:37:04.714938,Linn,cd nonexistent
2024-12-13T17:37:04.714938,Linn,tac file2.txt
2024-12-13T17:37:04.714938,Linn,exit
2024-12-13T17:37:47.090733,Linn,whoami
2024-12-13T17:37:47.090733,Linn,ls
2024-12-13T17:37:47.090733,Linn,cd docs
2024-12-13T17:37:47.090733,Linn,ls
2024-12-13T17:37:47.090733,Linn,cd ..
2024-12-13T17:37:47.090733,Linn,ls
2024-12-13T17:37:47.090733,Linn,cd conf
2024-12-13T17:37:47.090733,Linn,ls
2024-12-13T17:37:47.090733,Linn,cd nonexistent
2024-12-13T17:37:47.090733,Linn,tac readme.md
2024-12-13T17:37:47.090733,Linn,exit
2024-12-13T17:38:14.389166,Linn,whoami
2024-12-13T17:38:14.389166,Linn,ls
2024-12-13T17:38:14.389166,Linn,cd docs
2024-12-13T17:38:14.389166,Linn,ls
2024-12-13T17:38:14.391231,Linn,cd ..
2024-12-13T17:38:14.391231,Linn,ls
2024-12-13T17:38:14.391231,Linn,cd conf
2024-12-13T17:38:14.391231,Linn,ls
2024-12-13T17:38:14.391231,Linn,cd ..
2024-12-13T17:38:14.391231,Linn,tac readme.md
2024-12-13T17:38:14.391231,Linn,exit
2024-12-13T17:38:57.721317,Linn,whoami
2024-12-13T17:38:57.721317,Linn,ls
2024-12-13T17:38:57.721317,Linn,cd docs
2024-12-13T17:38:57.721317,Linn,ls
2024-12-13T17:38:57.723626,Linn,cd ..
2024-12-13T17:38:57.723626,Linn,ls
2024-12-13T17:38:57.723626,Linn,cd conf
2024-12-13T17:38:57.723626,Linn,ls
2024-12-13T17:38:57.723626,Linn,cd ..
2024-12-13T17:38:57.723626,Linn,tac file2.txt
2024-12-13T17:38:57.723626,Linn,exit
2024-12-13T17:39:19.953621,Linn,whoami
2024-12-13T17:39:19.953621,Linn,ls
2024-12-13T17:39:19.953621,Linn,cd docs
2024-12-13T17:39:19.953621,Linn,ls
2024-12-13T17:39:19.956740,Linn,tac file1.txt
2024-12-13T17:39:19.956740,Linn,exit
2024-12-13T17:40:09.529200,Linn,whoami
2024-12-13T17:40:09.529200,Linn,ls
2024-12-13T17:40:09.529200,Linn,cd docs
2024-12-13T17:40:09.530708,Linn,ls
2024-12-13T17:40:09.530708,Linn,cd ..
2024-12-13T17:40:09.530708,Linn,tac docs/file1.txt
2024-12-13T17:40:09.530708,Linn,exit
2024-12-13T17:40:26.090538,Linn,whoami
2024-12-13T17:40:26.090538,Linn,ls
2024-12-13T17:40:26.090538,Linn,cd docs
2024-12-13T17:40:26.090538,Linn,ls
2024-12-13T17:40:26.090538,Linn,cd ..
2024-12-13T17:40:26.090538,Linn,tac file2.txt
2024-12-13T17:40:26.090538,Linn,tac docs/file1.txt
2024-12-13T17:40:26.090538,Linn,exit
2024-12-13T17:41:49.270008,Linn,whoami
2024-12-13T17:41:49.270008,Linn,ls
2024-12-13T17:41:49.270008,Linn,cd /docs
2024-12-13T17:41:49.270008,Linn,ls
2024-12-13T17:41:49.272014,Linn,cd ..
2024-12-13T17:41:49.272014,Linn,tac docs/file1.txt
2024-12-13T17:41:49.272014,Linn,tac file2.txt
2024-12-13T17:41:49.272014,Linn,exit
2024-12-13T17:42:02.220828,Linn,whoami
2024-12-13T17:42:02.220828,Linn,ls
2024-12-13T17:42:02.224334,Linn,cd docs
2024-12-13T17:42:02.224334,Linn,ls
2024-12-13T17:42:02.224334,Linn,cd ..
2024-12-13T17:42:02.224334,Linn,tac docs/file1.txt
2024-12-13T17:42:02.224334,Linn,tac file2.txt
2024-12-13T17:42:02.224334,Linn,exit
2024-12-13T17:43:58.875951,Linn,whoami
2024-12-13T17:43:58.875951,Linn,ls
2024-12-13T17:43:58.875951,Linn,cd docs
2024-12-13T17:43:58.875951,Linn,ls
2024-12-13T17:43:58.878707,Linn,cd ..
2024-12-13T17:43:58.878707,Linn,tac docs/file1.txt
2024-12-13T17:43:58.878707,Linn,tac file2.txt
2024-12-13T17:43:58.878707,Linn,exit
2024-12-13T17:45:21.828173,Linn,whoami
2024-12-13T17:45:21.828173,Linn,ls
2024-12-13T17:45:21.828173,Linn,cd docs
2024-12-13T17:45:21.828173,Linn,ls
2024-12-13T17:45:21.828173,Linn,cd ..
2024-12-13T17:45:21.828173,Linn,tac docs/file1.txt
2024-12-13T17:45:21.828173,Linn,tac file2.txt
2024-12-13T17:45:21.828173,Linn,exit
2024-12-13T17:46:52.588539,Linn,whoami
2024-12-13T17:46:52.588539,Linn,ls
2024-12-13T17:46:52.588539,Linn,cd docs
2024-12-13T17:46:52.588539,Linn,ls
2024-12-13T17:46:52.588539,Linn,cd ..
2024-12-13T17:46:52.588539,Linn,tac docs/file1.txt
2024-12-13T17:46:52.588539,Linn,tac file2.txt
2024-12-13T17:46:52.588539,Linn,exit
2024-12-13T17:49:16.522512,Linn,whoami
2024-12-13T17:49:16.522512,Linn,ls
2024-12-13T17:49:16.524522,Linn,cd docs
2024-12-13T17:49:16.524522,Linn,ls
2024-12-13T17:49:16.524522,Linn,cd ..
2024-12-13T17:49:16.524522,Linn,tac docs/file1.txt
2024-12-13T17:49:16.524522,Linn,tac file2.txt
2024-12-13T17:49:16.524522,Linn,exit
